,Date,Weekday,Open,High,Low,Close,Adj Close,Volume
851,2013-07-20,Saturday,54550.0,54873.0,54550.0,54872.0,54872.3,561731991
852,2013-07-21,Sunday,55097.0,55212.0,55090.0,55101.0,55101.0,563413505
853,2013-07-22,Monday,55175.0,55355.0,55175.0,55329.0,55329.3,521576616
854,2013-07-23,Tuesday,55578.0,55942.0,55564.0,55942.0,55942.4,772997853
855,2013-07-24,Wednesday,55944.0,56426.0,55944.0,56426.0,56426.3,609764949
856,2013-07-27,Saturday,56428.0,56564.0,56290.0,56290.0,56290.3,568863971
857,2013-07-28,Sunday,56292.0,56552.0,56100.0,56552.0,56551.9,519984582
858,2013-07-29,Monday,56549.0,57070.0,56328.0,56400.0,56400.2,667135643
859,2013-07-31,Wednesday,56543.0,57168.0,56543.0,57168.0,57168.2,647845442
860,2013-08-03,Saturday,57166.0,57649.0,57166.0,57397.0,57397.2,917476615
861,2013-08-04,Sunday,57397.0,57492.0,57264.0,57264.0,57264.4,571810502
862,2013-08-05,Monday,57268.0,57678.0,57268.0,57416.0,57415.9,725472877
863,2013-08-06,Tuesday,57526.0,57731.0,57526.0,57675.0,57674.8,697942502
864,2013-08-07,Wednesday,57898.0,58206.0,57898.0,58143.0,58142.6,665106570
865,2013-08-11,Sunday,58384.0,58890.0,58384.0,58890.0,58889.9,450616692
866,2013-08-12,Monday,59132.0,59622.0,59132.0,59608.0,59608.5,704032558
867,2013-08-13,Tuesday,59607.0,59971.0,59607.0,59755.0,59754.8,1049786529
868,2013-08-14,Wednesday,59703.0,59703.0,59562.0,59610.0,59610.2,978712375
869,2013-08-17,Saturday,59963.0,60537.0,59963.0,60410.0,60410.3,737783908
870,2013-08-18,Sunday,60466.0,60466.0,59939.0,59939.0,59938.6,824866482
871,2013-08-19,Monday,59907.0,60129.0,59907.0,60052.0,60052.2,635166802
872,2013-08-20,Tuesday,60052.0,60052.0,59568.0,59568.0,59568.0,460741132
873,2013-08-21,Wednesday,59498.0,59498.0,59282.0,59282.0,59281.6,505546118
874,2013-08-24,Saturday,59346.0,59597.0,59346.0,59553.0,59552.8,492989546
875,2013-08-25,Sunday,59552.0,61389.0,59552.0,61164.0,61163.5,616988676
876,2013-08-26,Monday,61044.0,61044.0,60675.0,60676.0,60675.7,572336223
877,2013-08-27,Tuesday,60480.0,60750.0,60002.0,60002.0,60002.4,770868873
878,2013-08-28,Wednesday,59461.0,59461.0,58727.0,58727.0,58727.3,275753612
879,2013-08-31,Saturday,58586.0,58586.0,58499.0,58561.0,58561.0,286989165
880,2013-09-01,Sunday,58510.0,59061.0,58505.0,59057.0,59057.0,347847675
881,2013-09-03,Tuesday,59055.0,59234.0,58953.0,58963.0,58962.9,335981121
882,2013-09-04,Wednesday,58833.0,58833.0,58146.0,58146.0,58146.1,134507478
883,2013-09-07,Saturday,58013.0,58013.0,57492.0,57492.0,57491.6,156088221
884,2013-09-08,Sunday,57274.0,57274.0,57168.0,57198.0,57198.1,313996285
885,2013-09-09,Monday,57181.0,57216.0,57032.0,57035.0,57035.4,257869146
886,2013-09-10,Tuesday,57320.0,58190.0,57320.0,58190.0,58190.4,548445407
887,2013-09-11,Wednesday,58183.0,59165.0,58183.0,59165.0,59164.6,547671867
888,2013-09-14,Saturday,59156.0,59255.0,59022.0,59117.0,59117.4,315723903
889,2013-09-15,Sunday,59238.0,59466.0,59238.0,59402.0,59401.5,407270927
890,2013-09-16,Monday,59409.0,59465.0,59321.0,59348.0,59347.7,355498989
891,2013-09-17,Tuesday,59569.0,60075.0,59569.0,60056.0,60056.4,328329776
892,2013-09-18,Wednesday,60055.0,60964.0,60055.0,60964.0,60964.1,458300389
893,2013-09-21,Saturday,60988.0,62054.0,60988.0,62053.0,62053.2,674385485
894,2013-09-22,Sunday,62110.0,62110.0,61622.0,61707.0,61707.2,738747327
895,2013-09-23,Monday,61705.0,62905.0,61705.0,62905.0,62904.8,764074292
896,2013-09-24,Tuesday,62976.0,63285.0,62976.0,63010.0,63010.2,886670249
897,2013-09-25,Wednesday,63017.0,63461.0,63003.0,63455.0,63455.3,751264436
898,2013-09-28,Saturday,63457.0,64695.0,63457.0,64695.0,64695.4,763519629
899,2013-09-29,Sunday,64697.0,65329.0,64697.0,65329.0,65328.8,854114075
900,2013-09-30,Monday,65327.0,65811.0,65327.0,65720.0,65720.0,604427186
901,2013-10-01,Tuesday,65720.0,66350.0,65720.0,66350.0,66350.0,739155147
902,2013-10-02,Wednesday,66468.0,66620.0,66462.0,66506.0,66506.3,572223713
903,2013-10-05,Saturday,66607.0,66684.0,66607.0,66662.0,66662.5,543759428
904,2013-10-06,Sunday,66663.0,67064.0,66663.0,66998.0,66997.7,587747950
905,2013-10-07,Monday,67002.0,67020.0,66890.0,67019.0,67019.0,652272037
906,2013-10-08,Tuesday,67025.0,67509.0,67025.0,67505.0,67505.3,1147113742
907,2013-10-09,Wednesday,67653.0,68486.0,67653.0,68462.0,68461.5,1508474227
908,2013-10-12,Saturday,68782.0,69704.0,68782.0,69704.0,69703.5,1213912873
909,2013-10-13,Sunday,69704.0,71061.0,69704.0,70952.0,70951.5,1307958771
910,2013-10-14,Monday,71068.0,71522.0,70977.0,71472.0,71471.8,884881582
911,2013-10-15,Tuesday,71914.0,72767.0,71914.0,72766.0,72766.5,722798531
912,2013-10-19,Saturday,72770.0,74519.0,72770.0,74400.0,74400.2,1104898404
913,2013-10-20,Sunday,73930.0,73930.0,73145.0,73336.0,73335.6,774220300
914,2013-10-21,Monday,73533.0,73760.0,73533.0,73636.0,73636.1,661239747
915,2013-10-22,Tuesday,73498.0,73498.0,72998.0,72998.0,72997.7,651838980
916,2013-10-23,Wednesday,72742.0,73031.0,72723.0,73031.0,73030.7,662382934
917,2013-10-26,Saturday,73292.0,73853.0,73292.0,73550.0,73549.8,676406884
918,2013-10-27,Sunday,73536.0,73536.0,72201.0,72201.0,72201.0,728610198
919,2013-10-28,Monday,72222.0,72236.0,71867.0,72215.0,72215.0,569052736
920,2013-10-29,Tuesday,72400.0,73246.0,72400.0,73167.0,73167.4,820253789
921,2013-10-30,Wednesday,73293.0,73615.0,73293.0,73553.0,73553.2,865702173
922,2013-11-02,Saturday,73808.0,73848.0,73490.0,73505.0,73504.8,882861866
923,2013-11-03,Sunday,73589.0,73988.0,73589.0,73766.0,73766.2,729011232
924,2013-11-04,Monday,73735.0,73760.0,73559.0,73734.0,73733.6,667174665
925,2013-11-05,Tuesday,73798.0,74438.0,73798.0,74438.0,74438.1,601790338
926,2013-11-06,Wednesday,74436.0,75869.0,74436.0,75869.0,75868.9,700700933
927,2013-11-09,Saturday,76335.0,76990.0,76335.0,76960.0,76959.9,924467540
928,2013-11-10,Sunday,76928.0,77319.0,76538.0,77119.0,77118.9,787081521
929,2013-11-11,Monday,77211.0,77316.0,76896.0,76896.0,76895.9,704939712
930,2013-11-12,Tuesday,76874.0,76933.0,76756.0,76933.0,76932.9,616694862
931,2013-11-16,Saturday,77117.0,77683.0,77117.0,77673.0,77673.0,831005519
932,2013-11-17,Sunday,77675.0,77903.0,77214.0,77214.0,77214.2,704964595
933,2013-11-18,Monday,77193.0,77352.0,76995.0,77328.0,77328.1,635636723
934,2013-11-19,Tuesday,77417.0,78193.0,77417.0,78142.0,78142.0,670193481
935,2013-11-20,Wednesday,78143.0,78537.0,78143.0,78424.0,78424.1,811487153
936,2013-11-23,Saturday,78425.0,79157.0,78425.0,78874.0,78874.5,861258311
937,2013-11-24,Sunday,79401.0,80022.0,79401.0,80022.0,80022.2,835746901
938,2013-11-25,Monday,80635.0,81258.0,80635.0,81187.0,81186.8,1751422947
939,2013-11-26,Tuesday,81422.0,81764.0,81399.0,81550.0,81549.5,1227349121
940,2013-11-27,Wednesday,81550.0,82186.0,81550.0,82130.0,82129.8,1339521872
941,2013-11-30,Saturday,82146.0,83572.0,82146.0,83572.0,83572.5,1166432877
942,2013-12-01,Sunday,84047.0,84675.0,84047.0,84385.0,84384.9,1580626248
943,2013-12-02,Monday,84268.0,84268.0,83706.0,83706.0,83706.5,1390666613
944,2013-12-03,Tuesday,83872.0,84502.0,83776.0,83776.0,83775.6,1372255381
945,2013-12-04,Wednesday,83778.0,84342.0,83778.0,84211.0,84211.4,1145251096
946,2013-12-07,Saturday,84215.0,84808.0,84215.0,84659.0,84659.4,830258050
947,2013-12-08,Sunday,84760.0,85212.0,84684.0,84880.0,85149.9,1346079627
948,2013-12-09,Monday,85864.0,86095.0,85586.0,85586.0,85310.4,1106114820
949,2013-12-11,Wednesday,86104.0,86662.0,86104.0,86511.0,86511.2,1174078460
950,2013-12-14,Saturday,86198.0,86198.0,85691.0,85691.0,85691.1,1137113073
951,2013-12-15,Sunday,85857.0,87066.0,85857.0,87024.0,87024.1,1234494113
952,2013-12-16,Monday,87004.0,88206.0,87004.0,88112.0,88112.5,1417579962
953,2013-12-17,Tuesday,88196.0,88202.0,87646.0,87646.0,87646.1,1295866985
954,2013-12-18,Wednesday,87750.0,88164.0,87726.0,87726.0,87726.2,1395104678
955,2013-12-21,Saturday,87812.0,87902.0,86957.0,86957.0,86957.1,1416167940
956,2013-12-22,Sunday,86937.0,87016.0,86856.0,87016.0,87015.5,2121059994
957,2013-12-24,Tuesday,87022.0,88155.0,87022.0,88114.0,88113.7,1463656237
958,2013-12-25,Wednesday,88318.0,88693.0,88191.0,88191.0,88190.7,1509435229
959,2013-12-28,Saturday,88193.0,88449.0,87691.0,87692.0,87691.7,884684862
960,2013-12-29,Sunday,87752.0,87767.0,87425.0,87425.0,87425.2,863217068
961,2013-12-30,Monday,87404.0,87408.0,87404.0,87410.0,87451.9,1132767664
962,2014-01-01,Wednesday,87470.0,88177.0,87470.0,88177.0,88313.4,978839578
963,2014-01-04,Saturday,88536.0,88927.0,88536.0,88927.0,88926.7,1000648161
964,2014-01-05,Sunday,89150.0,89501.0,89150.0,89501.0,89500.6,1011588612
965,2014-01-06,Monday,89508.0,89724.0,89356.0,89356.0,89355.7,1062221498
966,2014-01-07,Tuesday,89477.0,89532.0,88749.0,88749.0,88749.3,939668077
967,2014-01-08,Wednesday,88715.0,88717.0,88069.0,88069.0,88069.0,1056775189
968,2014-01-11,Saturday,88087.0,88087.0,87793.0,87793.0,87792.7,719958306
969,2014-01-12,Sunday,87760.0,87760.0,85404.0,85404.0,85404.1,798358518
970,2014-01-13,Monday,85779.0,87113.0,85779.0,87113.0,87112.9,867287879
971,2014-01-14,Tuesday,87514.0,87514.0,87502.0,87502.0,87102.6,1355929744
972,2014-01-15,Wednesday,86599.0,86599.0,85297.0,85297.0,85700.6,583647076
973,2014-01-18,Saturday,85572.0,85572.0,84973.0,84973.0,84973.2,946980990
974,2014-01-20,Monday,84842.0,84842.0,83642.0,83642.0,83641.5,430046566
975,2014-01-21,Tuesday,83496.0,83942.0,83252.0,83252.0,83252.4,538030269
976,2014-01-22,Wednesday,83164.0,83164.0,82029.0,82029.0,82028.8,489562542
977,2014-01-25,Saturday,81982.0,82684.0,81923.0,82670.0,82670.3,610298781
978,2014-01-26,Sunday,82670.0,82745.0,81894.0,81906.0,81905.6,382214046
979,2014-01-27,Monday,81804.0,81804.0,80789.0,80861.0,80861.4,505562056
980,2014-01-28,Tuesday,80932.0,81683.0,80932.0,81644.0,81644.4,838175017
981,2014-01-29,Wednesday,81714.0,82798.0,81714.0,82798.0,82797.7,732257568
982,2014-02-01,Saturday,82970.0,84165.0,82970.0,84165.0,84164.7,687990058
983,2014-02-02,Sunday,84415.0,84415.0,83606.0,83606.0,83606.5,706328839
984,2014-02-03,Monday,83588.0,83588.0,83157.0,83165.0,83165.0,545544429
985,2014-02-04,Tuesday,83188.0,83296.0,83148.0,83171.0,83170.6,467564478
986,2014-02-05,Wednesday,83086.0,83086.0,82212.0,82214.0,82214.3,326849026
987,2014-02-08,Saturday,82066.0,82066.0,81067.0,81067.0,81066.8,298842438
988,2014-02-09,Sunday,80932.0,81042.0,80932.0,80950.0,80949.5,1132738886
989,2014-02-10,Monday,80920.0,80932.0,80240.0,80240.0,80240.3,954447087
990,2014-02-12,Wednesday,80120.0,80120.0,79134.0,79137.0,79136.6,199974087
991,2014-02-15,Saturday,79089.0,79162.0,79088.0,79153.0,79153.1,216256902
992,2014-02-16,Sunday,79160.0,79769.0,79160.0,79769.0,79769.2,339135579
993,2014-02-17,Monday,79892.0,80686.0,79892.0,80603.0,80603.0,511810099
994,2014-02-18,Tuesday,80560.0,80560.0,80264.0,80436.0,80435.7,289855422
995,2014-02-19,Wednesday,80448.0,80988.0,80448.0,80986.0,80986.5,340919207
996,2014-02-22,Saturday,81008.0,81332.0,81008.0,81325.0,81325.0,280189295
997,2014-02-23,Sunday,81393.0,81399.0,81168.0,81282.0,81281.6,289273671
998,2014-02-24,Monday,81258.0,81258.0,80850.0,80850.0,80849.8,188068787
999,2014-02-25,Tuesday,80812.0,80812.0,80087.0,80087.0,80087.4,218001413
1000,2014-02-26,Wednesday,80042.0,80042.0,79733.0,79786.0,79785.5,322500645
1001,2014-03-01,Saturday,79915.0,80137.0,79915.0,80105.0,80105.0,391576933
1002,2014-03-02,Sunday,80114.0,80114.0,79584.0,79584.0,79584.1,223280754
1003,2014-03-03,Monday,79552.0,79552.0,78519.0,78519.0,78518.8,302263121
1004,2014-03-04,Tuesday,78456.0,78456.0,78047.0,78073.0,78072.6,307135505
1005,2014-03-05,Wednesday,77992.0,78450.0,77991.0,78447.0,78447.2,763413013
1006,2014-03-08,Saturday,78484.0,78591.0,78231.0,78231.0,78231.0,398174991
1007,2014-03-09,Sunday,78198.0,78198.0,77516.0,77516.0,77515.6,532306975
1008,2014-03-10,Monday,77491.0,77491.0,77218.0,77220.0,77219.5,572985827
1009,2014-03-11,Tuesday,77220.0,77220.0,76583.0,76583.0,76582.7,376374487
1010,2014-03-12,Wednesday,76571.0,76589.0,76405.0,76583.0,76583.4,734246963
1011,2014-03-15,Saturday,76653.0,77191.0,76653.0,77191.0,77191.3,690274433
1012,2014-03-16,Sunday,77160.0,77844.0,77160.0,77816.0,77816.2,1441285529
1013,2014-03-17,Monday,78029.0,78642.0,78029.0,78431.0,78430.8,1111852769
1014,2014-03-18,Tuesday,78425.0,78968.0,78425.0,78968.0,78968.1,1144223839
1015,2014-03-19,Wednesday,79010.0,79076.0,79010.0,79015.0,79015.4,596312918
1016,2014-03-25,Tuesday,79052.0,79065.0,79009.0,79014.0,79013.5,371722722
1017,2014-03-26,Wednesday,79020.0,79020.0,78619.0,78619.0,78619.4,233537203
1018,2014-03-29,Saturday,78615.0,78615.0,78240.0,78240.0,78239.7,248278118
1019,2014-03-30,Sunday,78251.0,78469.0,78251.0,78469.0,78469.2,224539689
1020,2014-03-31,Monday,78505.0,78741.0,78505.0,78741.0,78741.3,382819019
1021,2014-04-05,Saturday,78708.0,78798.0,78548.0,78548.0,78547.7,309473025
1022,2014-04-06,Sunday,78575.0,78575.0,77635.0,77635.0,77634.7,454097815
1023,2014-04-07,Monday,77595.0,77604.0,77418.0,77419.0,77418.6,347671359
1024,2014-04-08,Tuesday,77604.0,77940.0,77604.0,77818.0,77817.5,512829738
1025,2014-04-09,Wednesday,77810.0,77810.0,77424.0,77424.0,77423.9,732296306
1026,2014-04-12,Saturday,77426.0,77460.0,76502.0,76502.0,76501.8,381037358
1027,2014-04-13,Sunday,76446.0,76446.0,74921.0,74921.0,74920.7,743941299
1028,2014-04-14,Monday,74765.0,74765.0,73973.0,73973.0,73973.4,339575707
1029,2014-04-15,Tuesday,73909.0,73914.0,73769.0,73848.0,73847.6,457084428
1030,2014-04-16,Wednesday,73890.0,74178.0,73890.0,74161.0,74161.2,322736026
1031,2014-04-19,Saturday,74154.0,74154.0,73638.0,73638.0,73637.8,179240492
1032,2014-04-20,Sunday,73726.0,74160.0,73726.0,74160.0,74160.0,297866318
1033,2014-04-21,Monday,74268.0,75035.0,74268.0,75035.0,75035.3,453219085
1034,2014-04-22,Tuesday,75293.0,75774.0,75293.0,75735.0,75735.2,506388500
1035,2014-04-23,Wednesday,75733.0,75981.0,75733.0,75980.0,75980.5,475620290
1036,2014-04-26,Saturday,76144.0,77404.0,76144.0,77404.0,77404.1,423161808
1037,2014-04-27,Sunday,77409.0,77977.0,77409.0,77924.0,77923.6,878869230
1038,2014-04-28,Monday,77917.0,78194.0,77752.0,78131.0,78131.1,646518269
1039,2014-04-29,Tuesday,78129.0,78632.0,78129.0,78151.0,78151.3,563630451
1040,2014-04-30,Wednesday,78127.0,78212.0,78115.0,78164.0,78164.3,636510272
1041,2014-05-03,Saturday,78233.0,78253.0,77939.0,77939.0,77939.0,472815476
1042,2014-05-04,Sunday,77883.0,77883.0,77545.0,77569.0,77569.2,420567808
1043,2014-05-05,Monday,77643.0,77780.0,77643.0,77764.0,77763.8,544298049
1044,2014-05-06,Tuesday,77763.0,77958.0,77717.0,77717.0,77717.3,785956306
1045,2014-05-07,Wednesday,77718.0,77790.0,77663.0,77752.0,77752.4,587236976
1046,2014-05-10,Saturday,77804.0,78014.0,77804.0,77931.0,77931.0,454090141
1047,2014-05-11,Sunday,77931.0,77974.0,77734.0,77734.0,77734.2,480969235
1048,2014-05-12,Monday,77752.0,77827.0,77596.0,77596.0,77596.4,528712548
1049,2014-05-14,Wednesday,77647.0,77660.0,77593.0,77610.0,77610.2,638422177
1050,2014-05-17,Saturday,77532.0,77531.0,76894.0,76895.0,76901.8,540669574
1051,2014-05-18,Sunday,76905.0,77066.0,76905.0,76988.0,76987.5,735589081
1052,2014-05-19,Monday,76986.0,77045.0,76529.0,76529.0,76528.9,999884761
1053,2014-05-20,Tuesday,76519.0,76667.0,76504.0,76634.0,76634.4,656728181
1054,2014-05-21,Wednesday,76673.0,76786.0,76673.0,76768.0,76767.6,1124335786
1055,2014-05-24,Saturday,76839.0,76840.0,76704.0,76704.0,76703.9,600447668
1056,2014-05-25,Sunday,76687.0,76687.0,76394.0,76394.0,76394.2,414917159
1057,2014-05-26,Monday,76413.0,76413.0,76212.0,76212.0,76212.0,468937339
1058,2014-05-28,Wednesday,76257.0,76267.0,76068.0,76068.0,76067.8,551956344
1059,2014-05-31,Saturday,76094.0,76115.0,75687.0,75687.0,75687.1,537174520
1060,2014-06-01,Sunday,75672.0,75672.0,74543.0,74543.0,74543.4,611768214
1061,2014-06-02,Monday,74541.0,74756.0,74541.0,74736.0,74735.9,672212555
1062,2014-06-03,Tuesday,74829.0,75111.0,74829.0,75103.0,75102.8,285170436
1063,2014-06-07,Saturday,75327.0,75530.0,75327.0,75330.0,75329.5,307928493
1064,2014-06-08,Sunday,75338.0,75444.0,75328.0,75354.0,75353.5,286293586
1065,2014-06-09,Monday,75407.0,75424.0,75240.0,75240.0,75240.5,322876682
1066,2014-06-10,Tuesday,75246.0,75246.0,74837.0,74837.0,74836.7,744838904
1067,2014-06-11,Wednesday,74822.0,74822.0,74499.0,74499.0,74499.1,633192423
1068,2014-06-14,Saturday,74494.0,74494.0,73516.0,73516.0,73516.0,249226201
1069,2014-06-15,Sunday,73459.0,73459.0,72632.0,72632.0,72631.8,486887049
1070,2014-06-16,Monday,72646.0,72780.0,72646.0,72749.0,72748.8,255994506
1071,2014-06-17,Tuesday,72801.0,72801.0,72638.0,72638.0,72638.0,214925421
1072,2014-06-18,Wednesday,72637.0,72873.0,72636.0,72873.0,72873.1,287001086
1073,2014-06-21,Saturday,72927.0,72983.0,72927.0,72969.0,72969.0,225363345
1074,2014-06-22,Sunday,72986.0,72990.0,72894.0,72901.0,72900.8,241118896
1075,2014-06-23,Monday,72896.0,72896.0,72545.0,72545.0,72544.9,282098113
1076,2014-06-24,Tuesday,72525.0,72525.0,72344.0,72344.0,72344.4,267302693
1077,2014-06-25,Wednesday,72454.0,72456.0,72250.0,72250.0,72249.9,282014399
1078,2014-06-28,Saturday,72224.0,72224.0,71662.0,71662.0,71662.0,239883971
1079,2014-06-29,Sunday,71604.0,71604.0,70970.0,70970.0,70970.3,261786379
1080,2014-06-30,Monday,70911.0,70911.0,70342.0,70342.0,70341.5,220745874
1081,2014-07-01,Tuesday,70312.0,70423.0,70273.0,70423.0,70423.0,254190099
1082,2014-07-02,Wednesday,70505.0,70877.0,70505.0,70877.0,70876.6,235793839
1083,2014-07-05,Saturday,70939.0,72167.0,70939.0,72162.0,72162.2,279730637
1084,2014-07-06,Sunday,72382.0,72417.0,71960.0,71960.0,71960.2,531084780
1085,2014-07-07,Monday,71953.0,71953.0,71872.0,71917.0,71916.6,385313597
1086,2014-07-08,Tuesday,71992.0,73025.0,71992.0,73025.0,73025.0,495158083
1087,2014-07-09,Wednesday,73019.0,73416.0,73019.0,73416.0,73416.4,714913057
1088,2014-07-12,Saturday,73368.0,73598.0,73368.0,73556.0,73555.9,441059052
1089,2014-07-13,Sunday,73558.0,73572.0,73226.0,73226.0,73226.2,453609980
1090,2014-07-14,Monday,73236.0,73360.0,73235.0,73347.0,73347.4,393154020
1091,2014-07-15,Tuesday,73364.0,73480.0,73364.0,73458.0,73457.9,424127495
1092,2014-07-16,Wednesday,73457.0,73772.0,73457.0,73754.0,73754.2,530604401
1093,2014-07-20,Sunday,73770.0,73802.0,73736.0,73750.0,73750.2,492398777
1094,2014-07-21,Monday,73758.0,73899.0,73752.0,73890.0,73890.5,280630283
1095,2014-07-22,Tuesday,73917.0,74526.0,73917.0,74526.0,74526.1,384736531
1096,2014-07-23,Wednesday,74614.0,74904.0,74614.0,74842.0,74841.6,419251661
1097,2014-07-26,Saturday,74880.0,74880.0,74786.0,74840.0,74840.3,336023444
1098,2014-07-27,Sunday,74840.0,74888.0,74825.0,74848.0,74848.0,384158541
1099,2014-07-28,Monday,74850.0,74998.0,74850.0,74998.0,74997.6,354811517
1100,2014-08-02,Saturday,75026.0,75028.0,74841.0,74841.0,74841.0,346038923
1101,2014-08-03,Sunday,74842.0,74852.0,74637.0,74637.0,74637.4,412953579
1102,2014-08-04,Monday,74654.0,74752.0,74654.0,74709.0,74709.2,382904131
1103,2014-08-05,Tuesday,74789.0,74801.0,74683.0,74698.0,74697.5,372491067
1104,2014-08-06,Wednesday,74701.0,74706.0,74613.0,74614.0,74613.8,305090271
1105,2014-08-09,Saturday,74621.0,74694.0,74398.0,74399.0,74398.6,292448298
1106,2014-08-10,Sunday,74394.0,74431.0,74292.0,74399.0,74398.9,362236497
1107,2014-08-11,Monday,74490.0,74609.0,74490.0,74548.0,74547.5,492791257
1108,2014-08-12,Tuesday,74542.0,74584.0,74454.0,74455.0,74455.1,368286535
1109,2014-08-13,Wednesday,74468.0,74468.0,74363.0,74363.0,74363.0,316520227
1110,2014-08-16,Saturday,74370.0,74378.0,74051.0,74051.0,74051.0,355261463
1111,2014-08-17,Sunday,74072.0,74075.0,73952.0,73953.0,73952.6,364625535
1112,2014-08-18,Monday,73953.0,73970.0,73907.0,73907.0,73906.8,347795601
1113,2014-08-19,Tuesday,73914.0,73919.0,73809.0,73903.0,73902.6,562297661
1114,2014-08-20,Wednesday,73916.0,73961.0,73906.0,73906.0,73905.7,364778059
1115,2014-08-23,Saturday,73921.0,74022.0,73868.0,73868.0,73868.0,333309712
1116,2014-08-24,Sunday,73874.0,73874.0,73530.0,73530.0,73529.5,326312450
1117,2014-08-25,Monday,73532.0,73539.0,73457.0,73500.0,73499.9,377382236
1118,2014-08-26,Tuesday,73586.0,73630.0,73541.0,73541.0,73540.9,373806647
1119,2014-08-27,Wednesday,73557.0,73578.0,73312.0,73312.0,73312.2,470627945
1120,2014-08-30,Saturday,73316.0,73338.0,72942.0,72942.0,72941.8,328085979
1121,2014-08-31,Sunday,72950.0,72963.0,72778.0,72778.0,72778.4,278163506
1122,2014-09-01,Monday,72787.0,72791.0,72340.0,72340.0,72339.8,365945386
1123,2014-09-02,Tuesday,72338.0,72372.0,72232.0,72232.0,72232.4,288415656
1124,2014-09-03,Wednesday,72244.0,72260.0,72122.0,72122.0,72121.5,292768445
1125,2014-09-06,Saturday,72129.0,72129.0,71822.0,71822.0,71822.4,302152047
1126,2014-09-07,Sunday,71827.0,71827.0,71665.0,71665.0,71665.4,276835693
1127,2014-09-08,Monday,71677.0,71815.0,71677.0,71815.0,71815.2,327142507
1128,2014-09-09,Tuesday,71846.0,71959.0,71846.0,71930.0,71930.1,365875437
1129,2014-09-10,Wednesday,71941.0,71977.0,71879.0,71925.0,71925.4,360322873
1130,2014-09-13,Saturday,71922.0,71922.0,71446.0,71486.0,71486.0,302576742
1131,2014-09-14,Sunday,71497.0,71503.0,71387.0,71387.0,71386.7,276657810
1132,2014-09-15,Monday,71386.0,71427.0,71382.0,71402.0,71402.3,371964909
1133,2014-09-16,Tuesday,71410.0,71432.0,71398.0,71408.0,71408.3,315439037
1134,2014-09-17,Wednesday,71410.0,71506.0,71410.0,71444.0,71443.6,272857964
1135,2014-09-20,Saturday,71446.0,71455.0,71436.0,71445.0,71445.0,185144146
1136,2014-09-21,Sunday,71446.0,71562.0,71446.0,71545.0,71545.3,341013914
1137,2014-09-22,Monday,71576.0,71692.0,71576.0,71686.0,71685.8,362551948
1138,2014-09-23,Tuesday,71688.0,71733.0,71687.0,71726.0,71726.5,241123379
1139,2014-09-24,Wednesday,71752.0,71814.0,71752.0,71788.0,71788.1,280038566
1140,2014-09-27,Saturday,71799.0,71799.0,71681.0,71702.0,71702.2,305223922
1141,2014-09-28,Sunday,71711.0,71757.0,71644.0,71644.0,71643.7,316535890
1142,2014-09-29,Monday,71660.0,71681.0,71637.0,71675.0,71675.2,286761753
1143,2014-09-30,Tuesday,71691.0,71715.0,71664.0,71664.0,71664.0,306141111
1144,2014-10-01,Wednesday,71658.0,71659.0,71625.0,71640.0,71640.5,302768498
1145,2014-10-04,Saturday,71647.0,71685.0,71647.0,71670.0,71670.1,231392673
1146,2014-10-06,Monday,71689.0,71831.0,71689.0,71822.0,71821.5,376195675
1147,2014-10-07,Tuesday,71835.0,71848.0,71719.0,71719.0,71718.9,384089062
1148,2014-10-08,Wednesday,71730.0,71808.0,71726.0,71784.0,71783.7,410288834
1149,2014-10-11,Saturday,71784.0,71836.0,71760.0,71772.0,71771.7,372350318
1150,2014-10-12,Sunday,71796.0,71831.0,71784.0,71792.0,71791.5,302314382
1151,2014-10-14,Tuesday,71817.0,71932.0,71817.0,71893.0,71893.1,507145860
1152,2014-10-15,Wednesday,71900.0,72015.0,71900.0,71979.0,71978.6,477171021
1153,2014-10-18,Saturday,71993.0,72045.0,71991.0,72016.0,72016.5,352880084
1154,2014-10-19,Sunday,72043.0,72281.0,72043.0,72281.0,72281.0,530987717
1155,2014-10-20,Monday,72460.0,73550.0,72460.0,73550.0,73550.4,836764218
1156,2014-10-21,Tuesday,73623.0,74148.0,73623.0,74109.0,74109.1,984621349
1157,2014-10-22,Wednesday,74112.0,74323.0,74112.0,74133.0,74132.8,943707174
1158,2014-10-25,Saturday,74154.0,74283.0,74152.0,74152.0,74152.0,592634587
1159,2014-10-26,Sunday,74178.0,74178.0,73941.0,73941.0,73940.8,505599912
1160,2014-10-27,Monday,73959.0,74049.0,73956.0,73959.0,73958.9,618036061
1161,2014-10-28,Tuesday,73975.0,74035.0,73941.0,73968.0,73967.8,498102896
1162,2014-10-29,Wednesday,74029.0,74261.0,74029.0,74151.0,74151.1,731325442
1163,2014-11-01,Saturday,74150.0,75028.0,74150.0,75028.0,75028.0,1054097091
1164,2014-11-02,Sunday,75306.0,75410.0,75306.0,75369.0,75368.6,1483276530
1165,2014-11-05,Wednesday,75524.0,76167.0,75524.0,76167.0,76166.6,1110867491
1166,2014-11-08,Saturday,76360.0,76575.0,76360.0,76420.0,76420.5,1125548952
1167,2014-11-09,Sunday,76470.0,76562.0,76424.0,76553.0,76553.4,845137815
1168,2014-11-10,Monday,76558.0,76619.0,76475.0,76561.0,76560.8,889442654
